ID,hour,holiday,maxtemp,mintemp,load
2087,0.747,0,0.246,0.53,30.993
2088,0.758,0,0.246,0.53,29.222
2089,0.768,0,0.246,0.53,28.98
2090,0.779,0,0.246,0.53,29.141
2091,0.789,0,0.246,0.53,29.543
2092,0.8,0,0.246,0.53,30.268
2093,0.811,0,0.246,0.53,30.026
2094,0.821,0,0.246,0.53,30.268
2095,0.832,0,0.246,0.53,31.073
2096,0.842,0,0.246,0.53,31.153
2097,0.853,0,0.246,0.53,30.188
2098,0.863,0,0.246,0.53,29.705
2099,0.874,0,0.246,0.53,29.222
2100,0.884,0,0.246,0.53,27.531
2101,0.895,0,0.246,0.53,26.726
2102,0.905,0,0.246,0.53,26.163
2103,0.916,0,0.246,0.53,24.472
2104,0.926,0,0.246,0.53,24.392
2105,0.937,0,0.246,0.53,22.862
2106,0.947,0,0.246,0.53,21.976
2107,0.958,0,0.246,0.53,20.286
2108,0.968,0,0.246,0.53,20.447
2109,0.979,0,0.246,0.53,22.057
2110,0.989,0,0.246,0.53,22.459
2111,1,0,0.246,0.53,23.023
2112,0,0,0.493,0.52,21.654
2113,0.011,0,0.493,0.52,21.574
2114,0.021,0,0.493,0.52,21.735
2115,0.032,0,0.493,0.52,20.447
2116,0.042,0,0.493,0.52,21.413
2117,0.053,0,0.493,0.52,21.252
2118,0.063,0,0.493,0.52,20.205
2119,0.074,0,0.493,0.52,21.091
2120,0.084,0,0.493,0.52,20.608
2121,0.095,0,0.493,0.52,20.205
2122,0.105,0,0.493,0.52,19.24
2123,0.116,0,0.493,0.52,19.964
2124,0.126,0,0.493,0.52,19.32
2125,0.137,0,0.493,0.52,20.286
2126,0.147,0,0.493,0.52,19.32
2127,0.158,0,0.493,0.52,17.951
2128,0.168,0,0.493,0.52,17.549
2129,0.179,0,0.493,0.52,17.951
2130,0.189,0,0.493,0.52,17.791
2131,0.2,0,0.493,0.52,18.595
2132,0.211,0,0.493,0.52,18.515
2133,0.221,0,0.493,0.52,17.227
2134,0.232,0,0.493,0.52,16.905
2135,0.242,0,0.493,0.52,18.515
2136,0.253,0,0.493,0.52,17.307
2137,0.263,0,0.493,0.52,18.837
2138,0.274,0,0.493,0.52,19.722
2139,0.284,0,0.493,0.52,20.769
2140,0.295,0,0.493,0.52,21.574
2141,0.305,0,0.493,0.52,22.781
2142,0.316,0,0.493,0.52,22.701
2143,0.326,0,0.493,0.52,23.425
2144,0.337,0,0.493,0.52,25.116
2145,0.347,0,0.493,0.52,28.739
2146,0.358,0,0.493,0.52,30.188
2147,0.368,0,0.493,0.52,30.751
2148,0.379,0,0.493,0.52,31.717
2149,0.389,0,0.493,0.52,32.522
2150,0.4,0,0.493,0.52,33.166
2151,0.411,0,0.493,0.52,33.246
2152,0.421,0,0.493,0.52,33.408
2153,0.432,0,0.493,0.52,34.374
2154,0.442,0,0.493,0.52,34.776
2155,0.453,0,0.493,0.52,36.145
2156,0.463,0,0.493,0.52,37.352
2157,0.474,0,0.493,0.52,37.674
2158,0.484,0,0.493,0.52,37.755
2159,0.495,0,0.493,0.52,34.856
2160,0.505,0,0.493,0.52,28.014
2161,0.516,0,0.493,0.52,25.277
2162,0.526,0,0.493,0.52,25.518
2163,0.537,0,0.493,0.52,25.518
2164,0.547,0,0.493,0.52,25.76
2165,0.558,0,0.493,0.52,28.175
2166,0.568,0,0.493,0.52,30.268
2167,0.579,0,0.493,0.52,31.395
2168,0.589,0,0.493,0.52,31.717
2169,0.6,0,0.493,0.52,31.073
2170,0.611,0,0.493,0.52,31.476
2171,0.621,0,0.493,0.52,32.28
2172,0.632,0,0.493,0.52,31.395
2173,0.642,0,0.493,0.52,31.636
2174,0.653,0,0.493,0.52,31.395
2175,0.663,0,0.493,0.52,30.429
2176,0.674,0,0.493,0.52,32.28
2177,0.684,0,0.493,0.52,31.476
2178,0.695,0,0.493,0.52,31.798
2179,0.705,0,0.493,0.52,31.958
2180,0.716,0,0.493,0.52,30.993
2181,0.726,0,0.493,0.52,32.683
2182,0.737,0,0.493,0.52,31.234
2183,0.747,0,0.493,0.52,30.59
2184,0.758,0,0.493,0.52,27.451
2185,0.768,0,0.493,0.52,27.451
2186,0.779,0,0.493,0.52,28.417
2187,0.789,0,0.493,0.52,28.577
2188,0.8,0,0.493,0.52,28.175
2189,0.811,0,0.493,0.52,28.739
2190,0.821,0,0.493,0.52,28.577
2191,0.832,0,0.493,0.52,29.141
2192,0.842,0,0.493,0.52,29.06
2193,0.853,0,0.493,0.52,28.658
2194,0.863,0,0.493,0.52,28.497
2195,0.874,0,0.493,0.52,28.336
2196,0.884,0,0.493,0.52,27.209
2197,0.895,0,0.493,0.52,27.37
2198,0.905,0,0.493,0.52,25.196
2199,0.916,0,0.493,0.52,24.23
2200,0.926,0,0.493,0.52,23.506
2201,0.937,0,0.493,0.52,22.701
2202,0.947,0,0.493,0.52,22.459
2203,0.958,0,0.493,0.52,20.447
2204,0.968,0,0.493,0.52,20.447
2205,0.979,0,0.493,0.52,20.608
2206,0.989,0,0.493,0.52,21.171
2207,1,0,0.493,0.52,21.976
2208,0,0,0.507,0.39,21.896
2209,0.011,0,0.507,0.39,22.54
2210,0.021,0,0.507,0.39,21.574
2211,0.032,0,0.507,0.39,20.688
2212,0.042,0,0.507,0.39,20.688
2213,0.053,0,0.507,0.39,21.252
2214,0.063,0,0.507,0.39,20.769
2215,0.074,0,0.507,0.39,20.688
2216,0.084,0,0.507,0.39,20.93
2217,0.095,0,0.507,0.39,20.85
2218,0.105,0,0.507,0.39,19.642
2219,0.116,0,0.507,0.39,19.4
2220,0.126,0,0.507,0.39,20.286
2221,0.137,0,0.507,0.39,19.883
2222,0.147,0,0.507,0.39,18.757
2223,0.158,0,0.507,0.39,17.871
2224,0.168,0,0.507,0.39,17.469
2225,0.179,0,0.507,0.39,17.227
2226,0.189,0,0.507,0.39,17.307
2227,0.2,0,0.507,0.39,16.422
2228,0.211,0,0.507,0.39,16.986
2229,0.221,0,0.507,0.39,15.939
2230,0.232,0,0.507,0.39,16.341
2231,0.242,0,0.507,0.39,16.663
2232,0.253,0,0.507,0.39,17.307
2233,0.263,0,0.507,0.39,17.388
2234,0.274,0,0.507,0.39,17.066
2235,0.284,0,0.507,0.39,19.964
2236,0.295,0,0.507,0.39,20.205
2237,0.305,0,0.507,0.39,21.493
2238,0.316,0,0.507,0.39,22.057
2239,0.326,0,0.507,0.39,22.621
2240,0.337,0,0.507,0.39,25.68
2241,0.347,0,0.507,0.39,29.785
2242,0.358,0,0.507,0.39,31.153
2243,0.368,0,0.507,0.39,33.246
2244,0.379,0,0.507,0.39,33.005
2245,0.389,0,0.507,0.39,33.89
2246,0.4,0,0.507,0.39,34.374
2247,0.411,0,0.507,0.39,33.246
2248,0.421,0,0.507,0.39,34.695
2249,0.432,0,0.507,0.39,33.971
2250,0.442,0,0.507,0.39,34.776
2251,0.453,0,0.507,0.39,35.5
2252,0.463,0,0.507,0.39,36.466
2253,0.474,0,0.507,0.39,37.755
2254,0.484,0,0.507,0.39,36.708
2255,0.495,0,0.507,0.39,34.213
2256,0.505,0,0.507,0.39,27.37
2257,0.516,0,0.507,0.39,23.909
2258,0.526,0,0.507,0.39,24.069
2259,0.537,0,0.507,0.39,25.76
2260,0.547,0,0.507,0.39,26.887
2261,0.558,0,0.507,0.39,27.451
2262,0.568,0,0.507,0.39,30.107
2263,0.579,0,0.507,0.39,31.798
2264,0.589,0,0.507,0.39,32.683
2265,0.6,0,0.507,0.39,33.488
2266,0.611,0,0.507,0.39,32.603
2267,0.621,0,0.507,0.39,31.798
2268,0.632,0,0.507,0.39,33.085
2269,0.642,0,0.507,0.39,32.119
2270,0.653,0,0.507,0.39,33.569
2271,0.663,0,0.507,0.39,32.441
2272,0.674,0,0.507,0.39,32.28
2273,0.684,0,0.507,0.39,31.395
2274,0.695,0,0.507,0.39,32.039
2275,0.705,0,0.507,0.39,32.119
2276,0.716,0,0.507,0.39,32.683
2277,0.726,0,0.507,0.39,32.764
2278,0.737,0,0.507,0.39,33.327
2279,0.747,0,0.507,0.39,31.314
2280,0.758,0,0.507,0.39,29.141
2281,0.768,0,0.507,0.39,28.417
2282,0.779,0,0.507,0.39,28.739
2283,0.789,0,0.507,0.39,29.785
2284,0.8,0,0.507,0.39,28.497
2285,0.811,0,0.507,0.39,28.739
2286,0.821,0,0.507,0.39,29.705
2287,0.832,0,0.507,0.39,30.59
2288,0.842,0,0.507,0.39,30.268
2289,0.853,0,0.507,0.39,30.188
2290,0.863,0,0.507,0.39,30.026
2291,0.874,0,0.507,0.39,30.751
2292,0.884,0,0.507,0.39,29.463
2293,0.895,0,0.507,0.39,27.692
2294,0.905,0,0.507,0.39,26.243
2295,0.916,0,0.507,0.39,25.76
2296,0.926,0,0.507,0.39,24.472
2297,0.937,0,0.507,0.39,23.989
2298,0.947,0,0.507,0.39,22.379
2299,0.958,0,0.507,0.39,21.493
2300,0.968,0,0.507,0.39,21.413
2301,0.979,0,0.507,0.39,22.299
2302,0.989,0,0.507,0.39,21.654
2303,1,0,0.507,0.39,22.057
2304,0,0,0.645,0.22,21.252
2305,0.011,0,0.645,0.22,21.01
2306,0.021,0,0.645,0.22,21.413
2307,0.032,0,0.645,0.22,20.93
2308,0.042,0,0.645,0.22,20.528
2309,0.053,0,0.645,0.22,20.286
2310,0.063,0,0.645,0.22,20.528
2311,0.074,0,0.645,0.22,19.079
2312,0.084,0,0.645,0.22,20.125
2313,0.095,0,0.645,0.22,19.722
2314,0.105,0,0.645,0.22,19.481
2315,0.116,0,0.645,0.22,18.595
2316,0.126,0,0.645,0.22,18.515
2317,0.137,0,0.645,0.22,17.871
2318,0.147,0,0.645,0.22,18.032
2319,0.158,0,0.645,0.22,17.469
2320,0.168,0,0.645,0.22,17.469
2321,0.179,0,0.645,0.22,17.066
2322,0.189,0,0.645,0.22,17.307
2323,0.2,0,0.645,0.22,17.388
2324,0.211,0,0.645,0.22,17.549
2325,0.221,0,0.645,0.22,16.181
2326,0.232,0,0.645,0.22,16.744
2327,0.242,0,0.645,0.22,17.066
2328,0.253,0,0.645,0.22,18.354
2329,0.263,0,0.645,0.22,18.354
2330,0.274,0,0.645,0.22,19.481
2331,0.284,0,0.645,0.22,21.413
2332,0.295,0,0.645,0.22,21.735
2333,0.305,0,0.645,0.22,22.218
2334,0.316,0,0.645,0.22,22.218
2335,0.326,0,0.645,0.22,23.023
2336,0.337,0,0.645,0.22,25.518
2337,0.347,0,0.645,0.22,30.348
2338,0.358,0,0.645,0.22,31.314
2339,0.368,0,0.645,0.22,31.958
2340,0.379,0,0.645,0.22,33.166
2341,0.389,0,0.645,0.22,34.454
2342,0.4,0,0.645,0.22,33.327
2343,0.411,0,0.645,0.22,34.293
2344,0.421,0,0.645,0.22,33.649
2345,0.432,0,0.645,0.22,34.615
2346,0.442,0,0.645,0.22,35.259
2347,0.453,0,0.645,0.22,36.547
2348,0.463,0,0.645,0.22,36.95
2349,0.474,0,0.645,0.22,37.835
2350,0.484,0,0.645,0.22,37.674
2351,0.495,0,0.645,0.22,34.776
2352,0.505,0,0.645,0.22,27.289
2353,0.516,0,0.645,0.22,25.438
2354,0.526,0,0.645,0.22,25.358
2355,0.537,0,0.645,0.22,25.599
2356,0.547,0,0.645,0.22,28.094
2357,0.558,0,0.645,0.22,28.98
2358,0.568,0,0.645,0.22,31.073
2359,0.579,0,0.645,0.22,30.59
2360,0.589,0,0.645,0.22,32.039
2361,0.6,0,0.645,0.22,31.234
2362,0.611,0,0.645,0.22,31.636
2363,0.621,0,0.645,0.22,32.441
2364,0.632,0,0.645,0.22,30.912
2365,0.642,0,0.645,0.22,30.348
2366,0.653,0,0.645,0.22,31.556
2367,0.663,0,0.645,0.22,31.476
2368,0.674,0,0.645,0.22,32.2
2369,0.684,0,0.645,0.22,31.556
2370,0.695,0,0.645,0.22,32.361
2371,0.705,0,0.645,0.22,32.924
2372,0.716,0,0.645,0.22,33.246
2373,0.726,0,0.645,0.22,32.764
2374,0.737,0,0.645,0.22,32.119
2375,0.747,0,0.645,0.22,31.717
2376,0.758,0,0.645,0.22,27.692
2377,0.768,0,0.645,0.22,25.518
2378,0.779,0,0.645,0.22,25.76
2379,0.789,0,0.645,0.22,27.048
2380,0.8,0,0.645,0.22,27.209
2381,0.811,0,0.645,0.22,27.692
2382,0.821,0,0.645,0.22,28.577
2383,0.832,0,0.645,0.22,28.658
2384,0.842,0,0.645,0.22,29.382
2385,0.853,0,0.645,0.22,29.865
2386,0.863,0,0.645,0.22,29.865
2387,0.874,0,0.645,0.22,28.577
2388,0.884,0,0.645,0.22,28.175
2389,0.895,0,0.645,0.22,27.37
2390,0.905,0,0.645,0.22,26.806
2391,0.916,0,0.645,0.22,25.035
2392,0.926,0,0.645,0.22,24.713
2393,0.937,0,0.645,0.22,23.587
2394,0.947,0,0.645,0.22,23.023
2395,0.958,0,0.645,0.22,21.654
2396,0.968,0,0.645,0.22,19.562
2397,0.979,0,0.645,0.22,22.137
2398,0.989,0,0.645,0.22,21.493
2399,1,0,0.645,0.22,22.781
2400,0,1,0.406,0.45,22.621
2401,0.011,1,0.406,0.45,22.781
2402,0.021,1,0.406,0.45,22.459
2403,0.032,1,0.406,0.45,20.205
2404,0.042,1,0.406,0.45,20.447
2405,0.053,1,0.406,0.45,19.883
2406,0.063,1,0.406,0.45,20.125
2407,0.074,1,0.406,0.45,19.883
2408,0.084,1,0.406,0.45,19.642
2409,0.095,1,0.406,0.45,18.917
2410,0.105,1,0.406,0.45,19.32
2411,0.116,1,0.406,0.45,20.125
2412,0.126,1,0.406,0.45,18.676
2413,0.137,1,0.406,0.45,19.32
2414,0.147,1,0.406,0.45,18.515
2415,0.158,1,0.406,0.45,17.791
2416,0.168,1,0.406,0.45,17.227
2417,0.179,1,0.406,0.45,17.469
2418,0.189,1,0.406,0.45,17.066
2419,0.2,1,0.406,0.45,16.663
2420,0.211,1,0.406,0.45,15.698
2421,0.221,1,0.406,0.45,15.295
2422,0.232,1,0.406,0.45,15.536
2423,0.242,1,0.406,0.45,15.617
2424,0.253,1,0.406,0.45,16.422
2425,0.263,1,0.406,0.45,17.388
2426,0.274,1,0.406,0.45,17.629
2427,0.284,1,0.406,0.45,18.757
2428,0.295,1,0.406,0.45,20.045
2429,0.305,1,0.406,0.45,21.333
2430,0.316,1,0.406,0.45,21.574
2431,0.326,1,0.406,0.45,22.218
2432,0.337,1,0.406,0.45,25.277
2433,0.347,1,0.406,0.45,28.336
2434,0.358,1,0.406,0.45,30.67
2435,0.368,1,0.406,0.45,31.798
2436,0.379,1,0.406,0.45,32.361
2437,0.389,1,0.406,0.45,32.844
2438,0.4,1,0.406,0.45,32.603
2439,0.411,1,0.406,0.45,32.603
2440,0.421,1,0.406,0.45,32.924
2441,0.432,1,0.406,0.45,34.051
2442,0.442,1,0.406,0.45,34.374
2443,0.453,1,0.406,0.45,33.649
2444,0.463,1,0.406,0.45,35.179
2445,0.474,1,0.406,0.45,36.064
2446,0.484,1,0.406,0.45,35.742
2447,0.495,1,0.406,0.45,33.81
2448,0.505,1,0.406,0.45,26.565
2449,0.516,1,0.406,0.45,24.472
2450,0.526,1,0.406,0.45,24.15
2451,0.537,1,0.406,0.45,24.875
2452,0.547,1,0.406,0.45,26.082
2453,0.558,1,0.406,0.45,28.175
2454,0.568,1,0.406,0.45,28.98
2455,0.579,1,0.406,0.45,30.348
2456,0.589,1,0.406,0.45,30.993
2457,0.6,1,0.406,0.45,30.912
2458,0.611,1,0.406,0.45,31.073
2459,0.621,1,0.406,0.45,29.865
2460,0.632,1,0.406,0.45,30.429
2461,0.642,1,0.406,0.45,30.51
2462,0.653,1,0.406,0.45,31.073
2463,0.663,1,0.406,0.45,30.51
2464,0.674,1,0.406,0.45,32.119
2465,0.684,1,0.406,0.45,31.234
2466,0.695,1,0.406,0.45,30.912
2467,0.705,1,0.406,0.45,30.912
2468,0.716,1,0.406,0.45,32.039
2469,0.726,1,0.406,0.45,30.268
2470,0.737,1,0.406,0.45,30.026
2471,0.747,1,0.406,0.45,29.463
2472,0.758,1,0.406,0.45,26.243
2473,0.768,1,0.406,0.45,25.599
2474,0.779,1,0.406,0.45,26.646
2475,0.789,1,0.406,0.45,27.289
2476,0.8,1,0.406,0.45,26.404
2477,0.811,1,0.406,0.45,27.128
2478,0.821,1,0.406,0.45,28.577
2479,0.832,1,0.406,0.45,28.497
2480,0.842,1,0.406,0.45,28.819
2481,0.853,1,0.406,0.45,28.899
2482,0.863,1,0.406,0.45,28.98
2483,0.874,1,0.406,0.45,27.853
2484,0.884,1,0.406,0.45,27.37
2485,0.895,1,0.406,0.45,26.565
2486,0.905,1,0.406,0.45,25.68
2487,0.916,1,0.406,0.45,24.311
2488,0.926,1,0.406,0.45,23.264
2489,0.937,1,0.406,0.45,23.264
2490,0.947,1,0.406,0.45,21.816
2491,0.958,1,0.406,0.45,20.447
2492,0.968,1,0.406,0.45,18.998
2493,0.979,1,0.406,0.45,20.688
2494,0.989,1,0.406,0.45,20.688
2495,1,1,0.406,0.45,21.01
2496,0,1,0.558,0.38,20.93
2497,0.011,1,0.558,0.38,19.883
2498,0.021,1,0.558,0.38,20.045
2499,0.032,1,0.558,0.38,19.159
2500,0.042,1,0.558,0.38,19.4
2501,0.053,1,0.558,0.38,18.515
2502,0.063,1,0.558,0.38,19.481
2503,0.074,1,0.558,0.38,18.917
2504,0.084,1,0.558,0.38,19.159
2505,0.095,1,0.558,0.38,18.837
2506,0.105,1,0.558,0.38,18.354
2507,0.116,1,0.558,0.38,17.871
2508,0.126,1,0.558,0.38,18.274
2509,0.137,1,0.558,0.38,18.837
2510,0.147,1,0.558,0.38,17.388
2511,0.158,1,0.558,0.38,16.744
2512,0.168,1,0.558,0.38,17.066
2513,0.179,1,0.558,0.38,16.986
2514,0.189,1,0.558,0.38,16.663
2515,0.2,1,0.558,0.38,16.181
2516,0.211,1,0.558,0.38,16.824
2517,0.221,1,0.558,0.38,16.341
2518,0.232,1,0.558,0.38,17.227
2519,0.242,1,0.558,0.38,16.663
2520,0.253,1,0.558,0.38,17.71
2521,0.263,1,0.558,0.38,17.549
2522,0.274,1,0.558,0.38,18.757
2523,0.284,1,0.558,0.38,19.24
2524,0.295,1,0.558,0.38,20.045
2525,0.305,1,0.558,0.38,20.125
2526,0.316,1,0.558,0.38,20.286
2527,0.326,1,0.558,0.38,20.608
2528,0.337,1,0.558,0.38,23.587
2529,0.347,1,0.558,0.38,26.646
2530,0.358,1,0.558,0.38,27.289
2531,0.368,1,0.558,0.38,28.658
2532,0.379,1,0.558,0.38,29.141
2533,0.389,1,0.558,0.38,29.705
2534,0.4,1,0.558,0.38,30.107
2535,0.411,1,0.558,0.38,30.59
2536,0.421,1,0.558,0.38,30.429
2537,0.432,1,0.558,0.38,31.314
2538,0.442,1,0.558,0.38,32.2
2539,0.453,1,0.558,0.38,31.798
2540,0.463,1,0.558,0.38,33.488
2541,0.474,1,0.558,0.38,33.327
2542,0.484,1,0.558,0.38,33.166
2543,0.495,1,0.558,0.38,31.556
2544,0.505,1,0.558,0.38,25.277
2545,0.516,1,0.558,0.38,22.54
2546,0.526,1,0.558,0.38,22.621
2547,0.537,1,0.558,0.38,23.425
2548,0.547,1,0.558,0.38,23.023
2549,0.558,1,0.558,0.38,25.196
2550,0.568,1,0.558,0.38,26.404
2551,0.579,1,0.558,0.38,28.175
2552,0.589,1,0.558,0.38,28.658
2553,0.6,1,0.558,0.38,28.255
2554,0.611,1,0.558,0.38,29.141
2555,0.621,1,0.558,0.38,28.417
2556,0.632,1,0.558,0.38,28.577
2557,0.642,1,0.558,0.38,28.014
2558,0.653,1,0.558,0.38,28.417
2559,0.663,1,0.558,0.38,27.853
2560,0.674,1,0.558,0.38,28.658
2561,0.684,1,0.558,0.38,28.98
2562,0.695,1,0.558,0.38,29.785
2563,0.705,1,0.558,0.38,29.382
2564,0.716,1,0.558,0.38,29.222
2565,0.726,1,0.558,0.38,29.06
2566,0.737,1,0.558,0.38,29.302
2567,0.747,1,0.558,0.38,28.497
2568,0.758,1,0.558,0.38,26.001
2569,0.768,1,0.558,0.38,24.794
2570,0.779,1,0.558,0.38,25.599
2571,0.789,1,0.558,0.38,24.392
2572,0.8,1,0.558,0.38,23.747
2573,0.811,1,0.558,0.38,24.311
2574,0.821,1,0.558,0.38,25.035
2575,0.832,1,0.558,0.38,25.277
2576,0.842,1,0.558,0.38,26.323
2577,0.853,1,0.558,0.38,26.001
2578,0.863,1,0.558,0.38,26.404
2579,0.874,1,0.558,0.38,25.358
2580,0.884,1,0.558,0.38,24.713
2581,0.895,1,0.558,0.38,23.828
2582,0.905,1,0.558,0.38,22.862
2583,0.916,1,0.558,0.38,21.816
2584,0.926,1,0.558,0.38,21.252
2585,0.937,1,0.558,0.38,20.608
2586,0.947,1,0.558,0.38,19.883
2587,0.958,1,0.558,0.38,18.837
2588,0.968,1,0.558,0.38,17.791
2589,0.979,1,0.558,0.38,18.274
2590,0.989,1,0.558,0.38,19.642
2591,1,1,0.558,0.38,19.562
2592,0,0,0.493,0.5,19.159
2593,0.011,0,0.493,0.5,19.4
2594,0.021,0,0.493,0.5,18.434
2595,0.032,0,0.493,0.5,18.434
2596,0.042,0,0.493,0.5,18.515
2597,0.053,0,0.493,0.5,18.274
2598,0.063,0,0.493,0.5,17.388
2599,0.074,0,0.493,0.5,17.146
2600,0.084,0,0.493,0.5,16.744
2601,0.095,0,0.493,0.5,16.663
2602,0.105,0,0.493,0.5,17.066
2603,0.116,0,0.493,0.5,17.307
2604,0.126,0,0.493,0.5,18.112
2605,0.137,0,0.493,0.5,17.469
2606,0.147,0,0.493,0.5,17.066
2607,0.158,0,0.493,0.5,16.181
2608,0.168,0,0.493,0.5,16.422
2609,0.179,0,0.493,0.5,14.812
2610,0.189,0,0.493,0.5,15.456
2611,0.2,0,0.493,0.5,14.973
2612,0.211,0,0.493,0.5,15.456
2613,0.221,0,0.493,0.5,15.134
2614,0.232,0,0.493,0.5,15.617
2615,0.242,0,0.493,0.5,15.778
2616,0.253,0,0.493,0.5,15.698
2617,0.263,0,0.493,0.5,17.469
2618,0.274,0,0.493,0.5,18.354
2619,0.284,0,0.493,0.5,20.205
2620,0.295,0,0.493,0.5,20.608
2621,0.305,0,0.493,0.5,20.366
2622,0.316,0,0.493,0.5,20.688
2623,0.326,0,0.493,0.5,21.333
2624,0.337,0,0.493,0.5,25.438
2625,0.347,0,0.493,0.5,29.141
2626,0.358,0,0.493,0.5,29.785
2627,0.368,0,0.493,0.5,31.878
2628,0.379,0,0.493,0.5,33.166
2629,0.389,0,0.493,0.5,32.844
2630,0.4,0,0.493,0.5,32.924
2631,0.411,0,0.493,0.5,34.776
2632,0.421,0,0.493,0.5,34.535
2633,0.432,0,0.493,0.5,36.145
2634,0.442,0,0.493,0.5,36.386
2635,0.453,0,0.493,0.5,37.03
2636,0.463,0,0.493,0.5,37.271
2637,0.474,0,0.493,0.5,38.157
2638,0.484,0,0.493,0.5,39.445
2639,0.495,0,0.493,0.5,36.627
2640,0.505,0,0.493,0.5,29.785
2641,0.516,0,0.493,0.5,26.726
2642,0.526,0,0.493,0.5,26.726
2643,0.537,0,0.493,0.5,28.336
2644,0.547,0,0.493,0.5,28.577
2645,0.558,0,0.493,0.5,31.636
2646,0.568,0,0.493,0.5,32.2
2647,0.579,0,0.493,0.5,32.764
2648,0.589,0,0.493,0.5,34.937
2649,0.6,0,0.493,0.5,34.454
2650,0.611,0,0.493,0.5,34.051
2651,0.621,0,0.493,0.5,34.051
2652,0.632,0,0.493,0.5,34.051
2653,0.642,0,0.493,0.5,33.649
2654,0.653,0,0.493,0.5,33.971
2655,0.663,0,0.493,0.5,34.051
2656,0.674,0,0.493,0.5,34.374
2657,0.684,0,0.493,0.5,35.42
2658,0.695,0,0.493,0.5,34.937
2659,0.705,0,0.493,0.5,35.017
2660,0.716,0,0.493,0.5,35.5
2661,0.726,0,0.493,0.5,34.615
2662,0.737,0,0.493,0.5,34.535
2663,0.747,0,0.493,0.5,33.408
2664,0.758,0,0.493,0.5,31.476
2665,0.768,0,0.493,0.5,30.831
2666,0.779,0,0.493,0.5,30.51
2667,0.789,0,0.493,0.5,30.912
2668,0.8,0,0.493,0.5,30.429
2669,0.811,0,0.493,0.5,28.98
2670,0.821,0,0.493,0.5,30.348
2671,0.832,0,0.493,0.5,29.06
2672,0.842,0,0.493,0.5,29.946
2673,0.853,0,0.493,0.5,29.705
2674,0.863,0,0.493,0.5,29.785
2675,0.874,0,0.493,0.5,28.739
2676,0.884,0,0.493,0.5,27.611
2677,0.895,0,0.493,0.5,27.611
2678,0.905,0,0.493,0.5,26.001
2679,0.916,0,0.493,0.5,25.358
2680,0.926,0,0.493,0.5,24.955
2681,0.937,0,0.493,0.5,23.506
2682,0.947,0,0.493,0.5,21.413
2683,0.958,0,0.493,0.5,21.252
2684,0.968,0,0.493,0.5,20.125
2685,0.979,0,0.493,0.5,21.413
2686,0.989,0,0.493,0.5,20.769
2687,1,0,0.493,0.5,23.023
2688,0,0,0.348,0.51,22.379
2689,0.011,0,0.348,0.51,21.654
2690,0.021,0,0.348,0.51,21.252
2691,0.032,0,0.348,0.51,21.493
2692,0.042,0,0.348,0.51,21.735
2693,0.053,0,0.348,0.51,21.413
2694,0.063,0,0.348,0.51,20.688
2695,0.074,0,0.348,0.51,20.447
2696,0.084,0,0.348,0.51,20.688
2697,0.095,0,0.348,0.51,20.205
2698,0.105,0,0.348,0.51,20.447
2699,0.116,0,0.348,0.51,19.32
2700,0.126,0,0.348,0.51,19.883
2701,0.137,0,0.348,0.51,18.998
2702,0.147,0,0.348,0.51,19.079
2703,0.158,0,0.348,0.51,19.079
2704,0.168,0,0.348,0.51,19.079
2705,0.179,0,0.348,0.51,18.032
2706,0.189,0,0.348,0.51,18.274
2707,0.2,0,0.348,0.51,18.193
2708,0.211,0,0.348,0.51,18.274
2709,0.221,0,0.348,0.51,18.032
2710,0.232,0,0.348,0.51,18.434
2711,0.242,0,0.348,0.51,17.951
2712,0.253,0,0.348,0.51,19.079
2713,0.263,0,0.348,0.51,19.883
2714,0.274,0,0.348,0.51,19.883
2715,0.284,0,0.348,0.51,21.493
2716,0.295,0,0.348,0.51,21.896
2717,0.305,0,0.348,0.51,21.976
2718,0.316,0,0.348,0.51,22.54
2719,0.326,0,0.348,0.51,23.264
2720,0.337,0,0.348,0.51,25.599
2721,0.347,0,0.348,0.51,28.98
2722,0.358,0,0.348,0.51,30.993
2723,0.368,0,0.348,0.51,32.28
2724,0.379,0,0.348,0.51,32.924
2725,0.389,0,0.348,0.51,33.569
2726,0.4,0,0.348,0.51,34.213
2727,0.411,0,0.348,0.51,33.729
2728,0.421,0,0.348,0.51,34.695
2729,0.432,0,0.348,0.51,34.615
2730,0.442,0,0.348,0.51,34.615
2731,0.453,0,0.348,0.51,34.695
2732,0.463,0,0.348,0.51,34.535
2733,0.474,0,0.348,0.51,35.179
2734,0.484,0,0.348,0.51,35.098
2735,0.495,0,0.348,0.51,33.488
2736,0.505,0,0.348,0.51,26.887
2737,0.516,0,0.348,0.51,24.955
2738,0.526,0,0.348,0.51,25.76
2739,0.537,0,0.348,0.51,25.438
2740,0.547,0,0.348,0.51,27.128
2741,0.558,0,0.348,0.51,30.59
2742,0.568,0,0.348,0.51,30.67
2743,0.579,0,0.348,0.51,32.361
2744,0.589,0,0.348,0.51,32.844
2745,0.6,0,0.348,0.51,33.085
2746,0.611,0,0.348,0.51,31.395
2747,0.621,0,0.348,0.51,31.958
2748,0.632,0,0.348,0.51,32.2
2749,0.642,0,0.348,0.51,32.361
2750,0.653,0,0.348,0.51,32.2
2751,0.663,0,0.348,0.51,32.28
2752,0.674,0,0.348,0.51,33.327
